# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
# 
  370,20201031,   10,  170,   40,   40,   60,  145,     ,  104,    0,   56,    0,    0,10191,   75,    8,   76,     ,    5,    0,    0,    0,    0,    0
  370,20201031,   11,  200,   50,   70,   90,  157,     ,   95,    8,  108,    0,    0,10181,   80,    6,   66,     ,    5,    0,    0,    0,    0,    0
  370,20201031,   12,  180,   60,   60,  100,  162,  121,   97,    9,  123,    0,    0,10169,   80,    7,   65,     ,    5,    0,    0,    0,    0,    0
  370,20201031,   13,  170,   60,   60,  120,  166,     ,   94,   10,  132,    0,    0,10155,   82,    0,   62,     ,    5,    0,    0,    0,    0,    0
  370,20201031,   14,  180,   50,   40,   90,  157,     ,   95,    3,   53,    0,    0,10151,   80,    8,   66,     ,    5,    0,    0,    0,    0,    0
  370,20201031,   15,  180,   50,   50,   90,  156,     ,   94,    5,   45,    0,    0,10140,   80,    8,   66,     ,    5,    0,    0,    0,    0,    0
  370,20201031,   16,  170,   50,   40,   90,  150,     ,   96,    3,   11,    0,    0,10134,   80,    8,   69,     ,    5,    0,    0,    0,    0,    0
  370,20201031,   17,  180,   40,   50,   70,  147,     ,  107,    0,    1,    0,   -1,10130,   68,    8,   76,   51,    7,    0,    1,    0,    0,    0
  370,20201031,   18,  200,   50,   50,   90,  140,  136,  120,    0,    0,    8,    8,10130,   64,    8,   87,   82,    7,    0,    1,    0,    0,    0
  370,20201031,   19,  200,   50,   60,   90,  143,     ,  126,    0,    0,    0,   -1,10127,   70,    8,   89,   23,    7,    0,    1,    0,    0,    0
  370,20201031,   20,  200,   60,   50,  110,  141,     ,  135,    0,    0,    6,    6,10131,   59,    8,   96,   81,    7,    0,    1,    0,    0,    0
  370,20201031,   21,  230,   50,   60,   80,  143,     ,  131,    0,    0,    3,    3,10137,   65,    8,   92,   23,    7,    0,    1,    0,    0,    0
  370,20201031,   22,  260,   60,   50,  100,  129,     ,  100,    0,    0,    0,    0,10145,   64,    8,   82,     ,    5,    0,    0,    0,    0,    0
  370,20201031,   23,  230,   40,   30,   70,  117,     ,   91,    0,    0,    0,    0,10145,   62,    8,   83,     ,    5,    0,    0,    0,    0,    0
  370,20201031,   24,  220,   30,   30,   50,   95,   82,   78,    0,    0,    0,    0,10150,   63,    8,   89,    2,    7,    0,    0,    0,    0,    0
  370,20201101,    1,  200,   30,   30,   40,  107,     ,   84,    0,    0,    0,    0,10148,   62,    8,   85,     ,    5,    0,    0,    0,    0,    0
  370,20201101,    2,  190,   40,   30,   60,  113,     ,   89,    0,    0,    0,    0,10144,   62,    8,   85,     ,    5,    0,    0,    0,    0,    0
  370,20201101,    3,  170,   30,   20,   50,  114,     ,   91,    0,    0,    0,   -1,10133,   61,    8,   85,   57,    7,    0,    1,    0,    0,    0
  370,20201101,    4,  180,   40,   40,   60,  117,     ,   95,    0,    0,    0,   -1,10137,   61,    8,   86,   23,    7,    0,    1,    0,    0,    0
  370,20201101,    5,  190,   40,   40,   60,  115,     ,   94,    0,    0,    0,   -1,10134,   62,    8,   87,   81,    7,    0,    1,    0,    0,    0
  370,20201101,    6,  180,   40,   40,   60,  113,   80,   90,    0,    0,    0,   -1,10127,   63,    8,   86,   23,    7,    0,    1,    0,    0,    0
  370,20201101,    7,  170,   30,   30,   50,  111,     ,   87,    0,    1,    0,    0,10126,   65,    8,   85,     ,    5,    0,    0,    0,    0,    0
  370,20201101,    8,  160,   40,   40,   70,  115,     ,   86,    0,   18,    0,    0,10115,   67,    8,   82,     ,    5,    0,    0,    0,    0,    0
  370,20201101,    9,  180,   50,   40,   80,  130,     ,   95,    0,   38,    0,    0,10107,   75,    8,   79,     ,    5,    0,    0,    0,    0,    0
  370,20201101,   10,  190,   50,   50,   90,  145,     ,  104,    2,   54,    0,   -1,10103,   75,    8,   76,   81,    7,    0,    1,    0,    0,    0
  370,20201101,   11,  190,   60,   60,  100,  150,     ,  117,    1,   43,    0,   -1,10092,   75,    8,   80,   23,    7,    0,    1,    0,    0,    0
  370,20201101,   12,  200,   60,   70,  100,  154,  104,  144,    0,   43,    0,   -1,10084,   50,    8,   94,   51,    7,    0,    1,    0,    0,    0
  370,20201101,   13,  200,   70,   60,  120,  159,     ,  154,    0,   40,    8,    2,10076,   56,    8,   96,   51,    7,    0,    1,    0,    0,    0
  370,20201101,   14,  200,   70,   70,  130,  170,     ,  160,    0,   24,    0,   -1,10072,   65,    8,   94,   22,    7,    0,    1,    0,    0,    0
  370,20201101,   15,  210,   80,   70,  120,  175,     ,  161,    0,   23,    0,   -1,10074,   65,    8,   91,   23,    7,    0,    1,    0,    0,    0
  370,20201101,   16,  200,   70,   70,  110,  176,     ,  157,    3,    9,    0,    0,10074,   70,    8,   88,     ,    5,    0,    0,    0,    0,    0
  370,20201101,   17,  200,   70,   60,  110,  173,     ,  160,    0,    0,    0,    0,10075,   65,    8,   92,     ,    5,    0,    0,    0,    0,    0
  370,20201101,   18,  200,   60,   60,  100,  170,  155,  161,    0,    0,    5,    2,10074,   57,    8,   94,   81,    7,    0,    1,    0,    0,    0
  370,20201101,   19,  200,   60,   70,  100,  172,     ,  161,    0,    0,    0,   -1,10076,   65,    8,   93,   23,    7,    0,    1,    0,    0,    0
  370,20201101,   20,  190,   60,   60,  110,  173,     ,  161,    0,    0,    0,   -1,10071,   65,    8,   92,   23,    7,    0,    1,    0,    0,    0
  370,20201101,   21,  200,   70,   60,  110,  174,     ,  162,    0,    0,    2,    1,10067,   65,    8,   92,   81,    7,    0,    1,    0,    0,    0
  370,20201101,   22,  200,   80,   80,  130,  178,     ,  161,    0,    0,    0,   -1,10068,   70,    8,   90,   23,    7,    0,    1,    0,    0,    0
  370,20201101,   23,  200,   80,   90,  150,  177,     ,  162,    0,    0,    5,    1,10064,   56,    8,   90,   51,    7,    0,    1,    0,    0,    0
  370,20201101,   24,  200,   80,   80,  150,  172,  166,  167,    0,    0,    9,    4,10065,   56,    8,   96,   52,    7,    0,    1,    0,    0,    0
  370,20201102,    1,  200,   80,   80,  130,  174,     ,  169,    0,    0,   10,    6,10062,   36,    8,   97,   52,    7,    0,    1,    0,    0,    0
  370,20201102,    2,  200,   80,   80,  120,  174,     ,  169,    0,    0,    7,    2,10058,   33,    8,   96,   52,    7,    0,    1,    0,    0,    0
  370,20201102,    3,  210,   80,   80,  130,  174,     ,  170,    0,    0,   10,    4,10059,   36,    8,   97,   52,    7,    0,    1,    0,    0,    0
  370,20201102,    4,  200,   70,   70,  110,  177,     ,  168,    0,    0,    6,    3,10056,   65,    8,   94,   23,    7,    0,    1,    0,    0,    0
  370,20201102,    5,  200,   70,   70,  120,  173,     ,  167,    0,    0,    2,    2,10058,   56,    8,   96,   58,    7,    0,    1,    0,    0,    0
  370,20201102,    6,  210,   90,  100,  150,  174,  170,  164,    0,    0,    5,    6,10057,   57,    8,   94,   81,    7,    0,    1,    0,    0,    0
  370,20201102,    7,  210,   90,   90,  140,  175,     ,  153,    0,    1,    0,   -1,10062,   70,    8,   86,   23,    7,    0,    1,    0,    0,    0
  370,20201102,    8,  200,   80,   90,  140,  182,     ,  141,    0,    9,    0,    0,10063,   75,    8,   76,     ,    5,    0,    0,    0,    0,    0
  370,20201102,    9,  210,  100,  100,  160,  185,     ,  138,    0,   19,    0,    0,10065,   75,    8,   74,    2,    7,    0,    0,    0,    0,    0
  370,20201102,   10,  210,   90,   90,  170,  191,     ,  143,    1,   48,    0,    0,10067,   75,    8,   73,     ,    5,    0,    0,    0,    0,    0
  370,20201102,   11,  210,  100,  100,  150,  195,     ,  148,    1,   49,    0,    0,10065,   75,    8,   74,     ,    5,    0,    0,    0,    0,    0
  370,20201102,   12,  210,  100,  100,  160,  198,  168,  152,    0,   44,    0,    0,10063,   75,    8,   74,    2,    7,    0,    0,    0,    0,    0
  370,20201102,   13,  210,  100,   90,  160,  198,     ,  152,    1,   38,    0,    0,10064,   75,    8,   74,     ,    5,    0,    0,    0,    0,    0
  370,20201102,   14,  220,   90,   90,  150,  173,     ,  157,    0,   18,    4,    9,10072,   50,    8,   90,   58,    7,    0,    1,    0,    0,    0
  370,20201102,   15,  230,   70,   70,  140,  160,     ,  155,    0,    8,   10,   29,10083,   44,    8,   97,   63,    7,    0,    1,    0,    0,    0
  370,20201102,   16,  250,   70,   90,  140,  142,     ,  107,    0,    5,    7,    5,10099,   65,    8,   79,   57,    7,    0,    1,    0,    0,    0
  370,20201102,   17,  240,   60,   60,  120,  138,     ,   92,    0,    0,    3,    2,10111,   75,    8,   73,   23,    7,    0,    1,    0,    0,    0
  370,20201102,   18,  260,   50,   60,  100,  135,  127,   80,    0,    0,    0,    0,10126,   78,    8,   69,    2,    7,    0,    0,    0,    0,    0
  370,20201102,   19,  230,   50,   50,  100,  121,     ,   77,    0,    0,    0,    0,10137,   72,    5,   74,     ,    5,    0,    0,    0,    0,    0
  370,20201102,   20,  230,   60,   60,   90,  118,     ,   74,    0,    0,    0,    0,10147,   69,    4,   74,     ,    5,    0,    0,    0,    0,    0
  370,20201102,   21,  230,   60,   60,  100,  112,     ,   74,    0,    0,    0,    0,10158,   67,    0,   77,     ,    5,    0,    0,    0,    0,    0
  370,20201102,   22,  220,   60,   60,   90,  107,     ,   74,    0,    0,    0,    0,10165,   65,    2,   79,     ,    5,    0,    0,    0,    0,    0
  370,20201102,   23,  210,   60,   50,   90,  104,     ,   76,    0,    0,    0,    0,10171,   63,    0,   82,     ,    5,    0,    0,    0,    0,    0
  370,20201102,   24,  220,   50,   60,   80,   99,   91,   71,    0,    0,    0,    0,10181,   64,    1,   82,     ,    5,    0,    0,    0,    0,    0
  370,20201103,    1,  230,   60,   60,   90,   96,     ,   69,    0,    0,    0,    0,10189,   64,    0,   83,     ,    5,    0,    0,    0,    0,    0
  370,20201103,    2,  220,   50,   50,   80,   87,     ,   60,    0,    0,    0,    0,10193,   66,    0,   83,     ,    5,    0,    0,    0,    0,    0
  370,20201103,    3,  210,   50,   40,   70,   82,     ,   58,    0,    0,    0,    0,10200,   66,    0,   84,     ,    5,    0,    0,    0,    0,    0
  370,20201103,    4,  210,   40,   40,   70,   80,     ,   59,    0,    0,    0,    0,10204,   65,    1,   87,     ,    5,    0,    0,    0,    0,    0
  370,20201103,    5,  210,   40,   40,   60,   68,     ,   57,    0,    0,    0,    0,10208,   63,    1,   92,     ,    5,    0,    0,    0,    0,    0
  370,20201103,    6,  190,   30,   30,   50,   66,   57,   57,    0,    0,    0,    0,10210,   62,    8,   93,     ,    5,    0,    0,    0,    0,    0
  370,20201103,    7,  190,   30,   30,   50,   66,     ,   59,    0,    2,    0,    0,10216,   60,    2,   95,     ,    5,    0,    0,    0,    0,    0
  370,20201103,    8,  190,   30,   30,   50,   78,     ,   67,    8,   27,    0,    0,10218,   61,    3,   92,     ,    5,    0,    0,    0,    0,    0
  370,20201103,    9,  190,   40,   40,   70,   93,     ,   68,   10,   66,    0,    0,10218,   63,    1,   84,     ,    5,    0,    0,    0,    0,    0
  370,20201103,   10,  180,   40,   40,   70,  113,     ,   70,   10,  108,    0,    0,10215,   65,    0,   74,     ,    5,    0,    0,    0,    0,    0
  370,20201103,   11,  190,   60,   70,  130,  123,     ,   59,   10,  133,    0,    0,10207,   68,    3,   65,     ,    5,    0,    0,    0,    0,    0
  370,20201103,   12,  190,   70,   80,  130,  124,   57,   57,   10,  136,    0,    0,10199,   74,    2,   63,     ,    5,    0,    0,    0,    0,    0
  370,20201103,   13,  200,   80,   80,  130,  123,     ,   58,    8,   92,    0,    0,10196,   72,    7,   64,     ,    5,    0,    0,    0,    0,    0
  370,20201103,   14,  220,   90,  100,  160,  119,     ,   45,    3,   55,    0,    0,10196,   80,    4,   60,     ,    5,    0,    0,    0,    0,    0
  370,20201103,   15,  230,  100,  100,  160,  118,     ,   34,   10,   51,    0,    0,10203,   81,    7,   56,     ,    5,    0,    0,    0,    0,    0
  370,20201103,   16,  240,   70,   60,  150,  101,     ,   24,    5,   14,    0,    0,10212,   82,    3,   59,     ,    5,    0,    0,    0,    0,    0
  370,20201103,   17,  210,   40,   30,   90,   94,     ,   45,    0,    0,    0,   -1,10219,   68,    8,   71,   81,    7,    0,    1,    0,    0,    0
  370,20201103,   18,  220,   40,   70,   90,   90,   64,   49,    0,    0,    0,   -1,10224,   75,    1,   75,   23,    7,    0,    1,    0,    0,    0
  370,20201103,   19,  210,   60,   50,   90,   85,     ,   45,    0,    0,    0,    0,10230,   75,    2,   76,     ,    5,    0,    0,    0,    0,    0
  370,20201103,   20,  220,   50,   50,   80,   76,     ,   45,    0,    0,    0,    0,10237,   70,    1,   81,     ,    5,    0,    0,    0,    0,    0
  370,20201103,   21,  220,   50,   50,   90,   72,     ,   45,    0,    0,    0,    0,10243,   70,    0,   83,     ,    5,    0,    0,    0,    0,    0
  370,20201103,   22,  230,   50,   50,   80,   67,     ,   46,    0,    0,    0,    0,10250,   70,    1,   86,     ,    5,    0,    0,    0,    0,    0
  370,20201103,   23,  210,   50,   50,   70,   64,     ,   46,    0,    0,    0,    0,10254,   70,    2,   88,     ,    5,    0,    0,    0,    0,    0
  370,20201103,   24,  220,   40,   40,   70,   56,   49,   45,    0,    0,    0,    0,10262,   65,    1,   92,     ,    5,    0,    0,    0,    0,    0
  370,20201104,    1,  210,   40,   30,   50,   49,     ,   42,    0,    0,    0,    0,10266,   65,    0,   94,     ,    5,    0,    0,    0,    0,    0
  370,20201104,    2,  210,   30,   40,   50,   48,     ,   43,    0,    0,    0,    0,10270,   65,    0,   96,     ,    5,    0,    0,    0,    0,    0
  370,20201104,    3,  210,   30,   30,   40,   42,     ,   38,    0,    0,    0,    0,10276,   62,    0,   97,     ,    5,    0,    0,    0,    0,    0
  370,20201104,    4,  220,   30,   30,   40,   34,     ,   30,    0,    0,    0,    0,10281,   61,    0,   97,     ,    5,    0,    0,    0,    0,    0
  370,20201104,    5,  190,   30,   20,   40,   35,     ,   31,    0,    0,    0,    0,10286,   63,    1,   97,     ,    5,    0,    0,    0,    0,    0
  370,20201104,    6,  210,   30,   30,   40,   35,   13,   32,    0,    0,    0,    0,10290,   58,    0,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201104,    7,  220,   30,   30,   40,   26,     ,   22,    0,    2,    0,    0,10299,   60,    0,   97,     ,    5,    0,    0,    0,    0,    0
  370,20201104,    8,  220,   30,   30,   40,   48,     ,   44,    8,   31,    0,    0,10307,   63,    0,   97,     ,    5,    0,    0,    0,    0,    0
  370,20201104,    9,  220,   30,   30,   40,   70,     ,   50,   10,   65,    0,    0,10314,   71,    0,   87,     ,    5,    0,    0,    0,    0,    0
  370,20201104,   10,  200,   20,   20,   40,   89,     ,   59,   10,  100,    0,    0,10324,   70,    0,   81,     ,    5,    0,    0,    0,    0,    0
  370,20201104,   11,  200,   20,   20,   40,  106,     ,   67,   10,  126,    0,    0,10328,   75,    0,   76,     ,    5,    0,    0,    0,    0,    0
  370,20201104,   12,  240,   20,   30,   40,  112,   13,   64,   10,  115,    0,    0,10327,   75,    2,   72,     ,    5,    0,    0,    0,    0,    0
  370,20201104,   13,  240,   20,   20,   40,  120,     ,   60,   10,  106,    0,    0,10328,   80,    1,   66,     ,    5,    0,    0,    0,    0,    0
  370,20201104,   14,  240,   20,   10,   40,  121,     ,   54,    7,   70,    0,    0,10330,   80,    0,   63,     ,    5,    0,    0,    0,    0,    0
  370,20201104,   15,  290,   20,   20,   40,  110,     ,   54,   10,   53,    0,    0,10336,   79,    0,   68,     ,    5,    0,    0,    0,    0,    0
  370,20201104,   16,  290,   10,   10,   30,   78,     ,   53,    5,   14,    0,    0,10344,   70,    1,   84,     ,    5,    0,    0,    0,    0,    0
  370,20201104,   17,  230,   10,   10,   20,   54,     ,   43,    0,    0,    0,    0,10347,   65,    0,   92,     ,    5,    0,    0,    0,    0,    0
  370,20201104,   18,  220,   10,   10,   20,   37,   14,   34,    0,    0,    0,    0,10358,   59,    1,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201104,   19,  200,   10,   10,   10,   30,     ,   26,    0,    0,    0,    0,10366,   60,    0,   97,     ,    5,    0,    0,    0,    0,    0
  370,20201104,   20,    0,   10,    0,   10,   31,     ,   28,    0,    0,    0,    0,10371,   59,    0,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201104,   21,  230,   10,   10,   10,   13,     ,   10,    0,    0,    0,    0,10376,   59,    0,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201104,   22,  220,   10,   10,   10,   10,     ,    7,    0,    0,    0,    0,10378,   59,    0,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201104,   23,    0,    0,    0,   10,   12,     ,    9,    0,    0,    0,    0,10380,   57,    0,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201104,   24,  190,    0,   10,   10,    1,  -25,   -3,    0,    0,    0,    0,10383,   60,    0,   97,     ,    5,    0,    0,    0,    0,    0
  370,20201105,    1,  180,   10,   10,   10,   -3,     ,   -6,    0,    0,    0,    0,10384,   56,    0,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201105,    2,    0,    0,    0,   10,   -3,     ,   -6,    0,    0,    0,    0,10386,   57,    0,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201105,    3,    0,    0,    0,   10,   -8,     ,  -12,    0,    0,    0,    0,10386,   64,    3,   97,     ,    5,    0,    0,    0,    0,    0
  370,20201105,    4,    0,   10,    0,   10,   -7,     ,  -11,    0,    0,    0,    0,10391,   62,    5,   97,     ,    5,    0,    0,    0,    0,    0
  370,20201105,    5,  190,    0,   10,   10,  -12,     ,  -18,    0,    0,    0,    0,10389,   62,    8,   96,     ,    5,    0,    0,    0,    0,    0
  370,20201105,    6,    0,    0,    0,   60,   -5,  -36,   -8,    0,    0,    0,    0,10390,   56,    8,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201105,    7,  160,   10,   10,   20,   -6,     ,   -9,    0,    2,    0,    0,10394,   57,    0,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201105,    8,  210,   10,   10,   20,   12,     ,    9,    8,   28,    0,    0,10398,   50,    0,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201105,    9,  210,   10,   10,   20,   48,     ,   43,   10,   68,    0,    0,10402,   56,    0,   96,   10,    7,    0,    0,    0,    0,    0
  370,20201105,   10,  220,   10,   20,   20,   79,     ,   58,   10,  103,    0,    0,10403,   62,    0,   86,     ,    5,    0,    0,    0,    0,    0
  370,20201105,   11,  210,   20,   20,   40,   93,     ,   62,   10,  123,    0,    0,10400,   64,    0,   81,     ,    5,    0,    0,    0,    0,    0
  370,20201105,   12,  240,   20,   20,   40,  106,  -32,   64,   10,  130,    0,    0,10394,   67,    0,   75,     ,    5,    0,    0,    0,    0,    0
  370,20201105,   13,  220,   20,   20,   40,  113,     ,   63,   10,  118,    0,    0,10387,   69,    0,   71,     ,    5,    0,    0,    0,    0,    0
  370,20201105,   14,  200,   10,   10,   40,  115,     ,   58,   10,   92,    0,    0,10384,   68,    0,   67,     ,    5,    0,    0,    0,    0,    0
  370,20201105,   15,  220,   10,   10,   20,  115,     ,   58,   10,   51,    0,    0,10380,   68,    3,   67,     ,    5,    0,    0,    0,    0,    0
  370,20201105,   16,  230,   10,   10,   20,   82,     ,   56,    5,   15,    0,    0,10377,   66,    1,   83,     ,    5,    0,    0,    0,    0,    0
  370,20201105,   17,    0,   10,    0,   10,   54,     ,   47,    0,    0,    0,    0,10379,   61,    4,   95,     ,    5,    0,    0,    0,    0,    0
  370,20201105,   18,    0,    0,    0,   10,   47,   15,   45,    0,    0,    0,    0,10383,   47,    5,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201105,   19,  180,    0,   10,   10,   42,     ,   39,    0,    0,    0,    0,10380,   58,    8,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201105,   20,  160,   10,   10,   10,   47,     ,   44,    0,    0,    0,    0,10377,   57,    8,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201105,   21,    0,    0,    0,   10,   41,     ,   38,    0,    0,    0,    0,10375,   50,    8,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201105,   22,    0,    0,    0,    0,   40,     ,   37,    0,    0,    0,    0,10372,   42,    2,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201105,   23,    0,    0,    0,    0,   28,     ,   27,    0,    0,    0,    0,10369,    2,    0,   99,   34,    7,    1,    0,    0,    0,    0
  370,20201105,   24,  990,    0,   10,   20,   24,   -6,   21,    0,    0,    0,    0,10367,    1,    0,   98,   34,    7,    1,    0,    0,    0,    0
  370,20201106,    1,    0,   10,    0,   10,   15,     ,   13,    0,    0,    0,    0,10365,   10,    8,   98,   20,    7,    1,    0,    0,    0,    0
  370,20201106,    2,   30,    0,   10,   20,   22,     ,   18,    0,    0,    0,    0,10361,   33,    8,   97,   20,    7,    1,    0,    0,    0,    0
  370,20201106,    3,   20,   10,   10,   20,   32,     ,   29,    0,    0,    0,    0,10356,   43,    8,   97,   10,    7,    0,    0,    0,    0,    0
  370,20201106,    4,   20,   10,   10,   20,   26,     ,   23,    0,    0,    0,    0,10354,   40,    5,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201106,    5,   90,   10,   10,   20,   20,     ,   17,    0,    0,    0,    0,10351,   19,    4,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201106,    6,   60,   10,   10,   20,   17,  -11,   14,    0,    0,    0,    0,10350,   41,    8,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201106,    7,   70,   20,   30,   40,   47,     ,   40,    0,    2,    0,    0,10350,   50,    8,   95,   10,    7,    0,    0,    0,    0,    0
  370,20201106,    8,   90,   20,   20,   40,   63,     ,   43,   10,   24,    0,    0,10349,   60,    8,   87,     ,    5,    0,    0,    0,    0,    0
  370,20201106,    9,   90,   20,   30,   40,   80,     ,   44,    8,   56,    0,    0,10347,   64,    8,   78,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   10,   90,   30,   30,   40,   96,     ,   46,    8,   91,    0,    0,10343,   68,    8,   70,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   11,   90,   40,   40,   60,  105,     ,   42,   10,  117,    0,    0,10335,   77,    8,   65,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   12,   90,   40,   30,   70,  120,   -1,   42,   10,  130,    0,    0,10326,   80,    8,   58,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   13,   90,   40,   40,   70,  119,     ,   27,   10,  107,    0,    0,10318,   81,    8,   53,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   14,   70,   40,   40,   70,  125,     ,   28,   10,   95,    0,    0,10306,   81,    8,   51,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   15,   90,   40,   50,   80,  118,     ,   25,   10,   53,    0,    0,10299,   82,    1,   52,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   16,   80,   40,   30,   80,  103,     ,   26,    5,   16,    0,    0,10295,   82,    0,   59,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   17,   70,   30,   20,   60,   88,     ,   28,    0,    0,    0,    0,10291,   80,    0,   65,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   18,   80,   30,   30,   40,   84,   66,   41,    0,    0,    0,    0,10285,   74,    0,   74,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   19,   70,   30,   30,   40,   78,     ,   45,    0,    0,    0,    0,10278,   67,    0,   79,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   20,   80,   30,   30,   50,   74,     ,   48,    0,    0,    0,    0,10271,   63,    0,   83,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   21,  100,   30,   30,   50,   73,     ,   37,    0,    0,    0,    0,10268,   67,    0,   78,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   22,  120,   30,   30,   50,   65,     ,   25,    0,    0,    0,    0,10264,   75,    0,   75,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   23,  120,   30,   20,   40,   53,     ,   15,    0,    0,    0,    0,10262,   75,    0,   76,     ,    5,    0,    0,    0,    0,    0
  370,20201106,   24,  110,   20,   30,   40,   50,   29,    9,    0,    0,    0,    0,10257,   75,    0,   74,     ,    5,    0,    0,    0,    0,    0
  370,20201107,    1,  120,   30,   20,   40,   46,     ,    7,    0,    0,    0,    0,10252,   75,    0,   76,     ,    5,    0,    0,    0,    0,    0
  370,20201107,    2,  130,   30,   30,   40,   45,     ,    8,    0,    0,    0,    0,10250,   75,    0,   76,     ,    5,    0,    0,    0,    0,    0
  370,20201107,    3,  130,   20,   20,   40,   39,     ,    8,    0,    0,    0,    0,10247,   75,    0,   80,     ,    5,    0,    0,    0,    0,    0
  370,20201107,    4,  140,   30,   30,   50,   42,     ,   11,    0,    0,    0,    0,10246,   75,    0,   80,     ,    5,    0,    0,    0,    0,    0
  370,20201107,    5,  130,   30,   30,   50,   41,     ,   13,    0,    0,    0,    0,10243,   70,    0,   81,     ,    5,    0,    0,    0,    0,    0
  370,20201107,    6,  130,   30,   30,   50,   42,   27,   16,    0,    0,    0,    0,10241,   70,    0,   83,     ,    5,    0,    0,    0,    0,    0
  370,20201107,    7,  140,   40,   40,   60,   44,     ,   20,    0,    1,    0,    0,10241,   70,    0,   84,     ,    5,    0,    0,    0,    0,    0
  370,20201107,    8,  140,   30,   20,   50,   54,     ,   29,    5,   18,    0,    0,10244,   70,    0,   83,     ,    5,    0,    0,    0,    0,    0
  370,20201107,    9,  130,   30,   30,   40,   76,     ,   42,   10,   52,    0,    0,10244,   73,    0,   78,     ,    5,    0,    0,    0,    0,    0
  370,20201107,   10,  120,   20,   20,   40,  103,     ,   56,   10,   89,    0,    0,10241,   74,    5,   72,     ,    5,    0,    0,    0,    0,    0
  370,20201107,   11,  130,   20,   30,   40,  125,     ,   69,   10,  115,    0,    0,10236,   71,    8,   68,     ,    5,    0,    0,    0,    0,    0
  370,20201107,   12,  110,   20,   20,   40,  136,   33,   78,    6,   94,    0,    0,10230,   73,    8,   67,     ,    5,    0,    0,    0,    0,    0
  370,20201107,   13,  110,   20,   20,   40,  147,     ,   83,   10,  110,    0,    0,10227,   75,    6,   65,     ,    5,    0,    0,    0,    0,    0
  370,20201107,   14,  110,   20,   20,   40,  150,     ,   84,   10,   83,    0,    0,10224,   70,    6,   64,     ,    5,    0,    0,    0,    0,    0
  370,20201107,   15,  110,   20,   20,   40,  147,     ,   91,   10,   44,    0,    0,10220,   71,    1,   68,     ,    5,    0,    0,    0,    0,    0
  370,20201107,   16,   70,   20,   20,   40,  131,     ,   88,    3,   10,    0,    0,10218,   70,    0,   75,     ,    5,    0,    0,    0,    0,    0
  370,20201107,   17,   90,   20,   10,   30,  103,     ,   80,    0,    0,    0,    0,10222,   64,    8,   85,     ,    5,    0,    0,    0,    0,    0
  370,20201107,   18,   80,   10,   10,   20,   75,   36,   73,    0,    0,    0,    0,10222,   56,    0,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201107,   19,   30,   10,   10,   20,   64,     ,   59,    0,    0,    0,    0,10220,   32,    6,   96,   10,    7,    0,    0,    0,    0,    0
  370,20201107,   20,   30,   20,   20,   40,   61,     ,   58,    0,    0,    0,    0,10220,   36,    0,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201107,   21,    0,   10,    0,   20,   64,     ,   61,    0,    0,    0,    0,10220,   57,    0,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201107,   22,   50,   10,   10,   20,   49,     ,   46,    0,    0,    0,    0,10219,   21,    6,   98,   10,    7,    0,    0,    0,    0,    0
  370,20201107,   23,  140,   10,   10,   40,   57,     ,   54,    0,    0,    0,    0,10219,   57,    8,   98,   20,    7,    1,    0,    0,    0,    0
